# STN;YYYYMMDD;   HH;   DD;    T;    Q
350;20200713;15;180;239;268
350;20200713;16;270;234;215
350;20200713;17;270;230;152
350;20200713;18;320;219;98
350;20200713;19;310;203;47
350;20200713;20;290;167;6
350;20200713;21;190;144;0
350;20200713;22;190;133;0
350;20200713;23;990;131;0
350;20200713;24;190;135;0
350;20200714;1;200;140;0
350;20200714;2;200;138;0
350;20200714;3;200;143;0
350;20200714;4;200;144;1
350;20200714;5;210;150;7
350;20200714;6;220;156;22
350;20200714;7;220;168;60
350;20200714;8;230;176;84
350;20200714;9;200;179;75
350;20200714;10;260;174;79
350;20200714;11;220;158;53
350;20200714;12;190;168;84
350;20200714;13;210;169;67
350;20200714;14;210;162;26
350;20200714;15;230;167;46
350;20200714;16;340;161;34
350;20200714;17;330;163;42
350;20200714;18;320;165;34
350;20200714;19;310;165;17
350;20200714;20;330;161;2
350;20200714;21;340;151;0
350;20200714;22;310;141;0
350;20200714;23;270;138;0
350;20200714;24;280;126;0
350;20200715;1;270;110;0
350;20200715;2;270;97;0
350;20200715;3;290;100;0
350;20200715;4;280;95;1
350;20200715;5;190;102;21
350;20200715;6;290;144;78
350;20200715;7;300;164;134
350;20200715;8;280;173;162
350;20200715;9;320;176;172
350;20200715;10;300;178;164
350;20200715;11;250;195;243
350;20200715;12;310;200;240
350;20200715;13;280;201;181
350;20200715;14;240;209;225
350;20200715;15;310;202;116
350;20200715;16;270;196;115
350;20200715;17;240;169;16
350;20200715;18;230;168;11
350;20200715;19;240;169;19
350;20200715;20;240;165;4
350;20200715;21;270;161;0
350;20200715;22;240;157;0
350;20200715;23;220;152;0
350;20200715;24;200;150;0
350;20200716;1;240;145;0
350;20200716;2;220;140;0
350;20200716;3;210;141;0
350;20200716;4;210;142;0
350;20200716;5;230;143;2
350;20200716;6;250;146;12
350;20200716;7;260;147;22
350;20200716;8;250;159;64
350;20200716;9;260;163;71
350;20200716;10;290;166;62
350;20200716;11;280;169;80
350;20200716;12;300;184;121
350;20200716;13;290;171;44
350;20200716;14;300;172;23
350;20200716;15;310;173;45
350;20200716;16;310;177;38
350;20200716;17;310;185;57
350;20200716;18;310;184;67
350;20200716;19;300;169;19
350;20200716;20;300;165;3
350;20200716;21;300;161;0
350;20200716;22;310;159;0
350;20200716;23;290;155;0
350;20200716;24;260;156;0
350;20200717;1;280;153;0
350;20200717;2;250;149;0
350;20200717;3;230;149;0
350;20200717;4;240;149;1
350;20200717;5;240;153;9
350;20200717;6;280;161;27
350;20200717;7;0;170;45
350;20200717;8;200;183;115
350;20200717;9;240;186;118
350;20200717;10;240;189;96
350;20200717;11;210;196;119
350;20200717;12;240;196;129
350;20200717;13;240;194;111
350;20200717;14;990;195;104
350;20200717;15;210;205;98
350;20200717;16;150;218;170
350;20200717;17;130;222;135
350;20200717;18;140;207;73
350;20200717;19;200;205;21
350;20200717;20;200;185;7
350;20200717;21;0;166;0
350;20200717;22;180;155;0
350;20200717;23;0;148;0
350;20200717;24;180;140;0
350;20200718;1;210;140;0
350;20200718;2;190;129;0
350;20200718;3;190;128;0
350;20200718;4;170;126;1
350;20200718;5;200;142;15
350;20200718;6;140;170;59
350;20200718;7;170;196;116
350;20200718;8;180;217;168
350;20200718;9;180;229;222
350;20200718;10;160;239;264
350;20200718;11;180;251;297
350;20200718;12;190;250;225
350;20200718;13;210;244;179
350;20200718;14;190;249;157
350;20200718;15;180;249;126
350;20200718;16;160;252;82
350;20200718;17;280;238;71
350;20200718;18;320;219;69
350;20200718;19;320;206;25
350;20200718;20;310;191;7
350;20200718;21;290;176;0
350;20200718;22;290;169;0
350;20200718;23;260;153;0
350;20200718;24;280;144;0
350;20200719;1;0;132;0
350;20200719;2;260;124;0
350;20200719;3;250;119;0
350;20200719;4;190;124;1
350;20200719;5;0;134;14
350;20200719;6;240;166;63
350;20200719;7;230;184;110
350;20200719;8;230;193;132
350;20200719;9;210;200;137
350;20200719;10;250;208;189
350;20200719;11;280;224;261
350;20200719;12;230;231;309
350;20200719;13;260;235;314
350;20200719;14;250;235;278
350;20200719;15;290;228;190
350;20200719;16;310;219;139
350;20200719;17;310;214;112
350;20200719;18;310;202;69
350;20200719;19;300;182;23
350;20200719;20;340;175;3
350;20200719;21;350;165;0
350;20200719;22;350;158;0
350;20200719;23;360;154;0
350;20200719;24;360;151;0
350;20200720;1;350;151;0
350;20200720;2;350;152;0
350;20200720;3;340;146;0
350;20200720;4;340;134;0
350;20200720;5;330;141;17
350;20200720;6;10;151;68
350;20200720;7;350;161;121
350;20200720;8;360;167;156
350;20200720;9;360;182;192
350;20200720;10;330;192;277
350;20200720;11;350;198;221
350;20200720;12;350;201;221
350;20200720;13;360;211;268
350;20200720;14;340;197;241
350;20200720;15;360;195;122
350;20200720;16;340;205;126
350;20200720;17;360;195;137
350;20200720;18;340;187;70
350;20200720;19;340;174;38
350;20200720;20;350;157;6
350;20200720;21;340;145;0
350;20200720;22;300;114;0
350;20200720;23;280;108;0
350;20200720;24;290;98;0
350;20200721;1;290;93;0
350;20200721;2;280;88;0
350;20200721;3;220;79;0
350;20200721;4;240;69;0
350;20200721;5;0;85;22
350;20200721;6;240;130;58
350;20200721;7;320;160;115
350;20200721;8;340;172;177
350;20200721;9;360;185;219
350;20200721;10;40;193;271
350;20200721;11;330;191;164
350;20200721;12;330;196;156
350;20200721;13;280;214;292
350;20200721;14;330;216;259
350;20200721;15;300;212;261
350;20200721;16;320;203;173
350;20200721;17;350;183;132
350;20200721;18;350;178;73
350;20200721;19;350;166;41
350;20200721;20;330;149;7
350;20200721;21;340;123;0
350;20200721;22;360;126;0
350;20200721;23;310;95;0
350;20200721;24;290;86;0
350;20200722;1;240;88;0
350;20200722;2;220;75;0
350;20200722;3;210;74;0
350;20200722;4;0;73;0
350;20200722;5;0;91;20
350;20200722;6;280;133;62
350;20200722;7;10;160;116
350;20200722;8;40;172;174
350;20200722;9;360;181;242
350;20200722;10;20;183;184
350;20200722;11;10;193;213
350;20200722;12;10;191;174
350;20200722;13;70;208;242
350;20200722;14;20;206;233
350;20200722;15;360;204;204
350;20200722;16;50;205;177
350;20200722;17;10;203;109
350;20200722;18;350;193;78
350;20200722;19;360;181;38
350;20200722;20;350;163;5
350;20200722;21;20;135;0
350;20200722;22;80;129;0
350;20200722;23;100;118;0
350;20200722;24;0;103;0
350;20200723;1;120;101;0
350;20200723;2;0;94;0
350;20200723;3;120;102;0
350;20200723;4;170;110;0
350;20200723;5;200;121;15
350;20200723;6;190;147;57
350;20200723;7;190;175;112
350;20200723;8;210;191;158
350;20200723;9;210;211;217
350;20200723;10;220;227;264
350;20200723;11;220;233;287
350;20200723;12;230;244;299
350;20200723;13;250;243;283
350;20200723;14;250;244;255
350;20200723;15;250;253;215
350;20200723;16;210;249;154
350;20200723;17;220;243;66
350;20200723;18;310;227;44
350;20200723;19;310;212;22
350;20200723;20;270;197;3
350;20200723;21;270;178;0
350;20200723;22;200;174;0
350;20200723;23;200;168;0
350;20200723;24;220;158;0
350;20200724;1;220;162;0
350;20200724;2;240;162;0
350;20200724;3;240;160;0
350;20200724;4;240;156;0
350;20200724;5;230;157;7
350;20200724;6;220;163;25
350;20200724;7;240;174;51
350;20200724;8;250;189;101
350;20200724;9;240;202;138
350;20200724;10;240;204;115
350;20200724;11;240;201;102
350;20200724;12;250;216;179
350;20200724;13;280;216;129
350;20200724;14;300;224;105
350;20200724;15;270;209;61
350;20200724;16;220;195;42
350;20200724;17;230;204;108
350;20200724;18;230;201;28
350;20200724;19;270;196;9
350;20200724;20;270;190;1
350;20200724;21;230;184;0
350;20200724;22;210;175;0
350;20200724;23;190;164;0
350;20200724;24;180;153;0
350;20200725;1;210;161;0
350;20200725;2;190;149;0
350;20200725;3;200;155;0
350;20200725;4;200;156;0
350;20200725;5;200;160;5
350;20200725;6;190;171;33
350;20200725;7;210;180;74
350;20200725;8;210;187;83
350;20200725;9;220;186;44
350;20200725;10;230;190;73
350;20200725;11;200;179;60
350;20200725;12;180;191;73
350;20200725;13;210;210;165
350;20200725;14;210;224;95
350;20200725;15;200;220;68
350;20200725;16;210;221;35
350;20200725;17;200;221;27
350;20200725;18;200;219;23
350;20200725;19;170;206;3
350;20200725;20;210;195;0
350;20200725;21;250;182;0
350;20200725;22;180;178;0
350;20200725;23;210;179;0
350;20200725;24;210;175;0
350;20200726;1;210;173;0
350;20200726;2;210;171;0
350;20200726;3;210;171;0
350;20200726;4;230;169;0
350;20200726;5;230;165;9
350;20200726;6;230;171;45
350;20200726;7;240;178;87
350;20200726;8;240;183;121
350;20200726;9;240;195;161
350;20200726;10;250;204;174
350;20200726;11;260;207;209
350;20200726;12;250;212;197
350;20200726;13;260;209;227
350;20200726;14;260;222;232
350;20200726;15;260;221;249
350;20200726;16;260;219;178
350;20200726;17;260;219;147
350;20200726;18;270;209;80
350;20200726;19;260;195;24
350;20200726;20;260;180;2
350;20200726;21;210;163;0
350;20200726;22;200;158;0
350;20200726;23;200;151;0
350;20200726;24;190;144;0
350;20200727;1;190;141;0
350;20200727;2;190;144;0
350;20200727;3;190;141;0
350;20200727;4;190;144;0
350;20200727;5;180;149;3
350;20200727;6;180;154;16
350;20200727;7;180;164;35
350;20200727;8;170;162;33
350;20200727;9;150;165;49
350;20200727;10;120;175;61
350;20200727;11;120;177;46
350;20200727;12;120;205;156
350;20200727;13;120;204;93
350;20200727;14;110;233;148
350;20200727;15;160;251;93
350;20200727;16;200;258;96
350;20200727;17;230;256;78
350;20200727;18;300;231;79
350;20200727;19;300;197;26
350;20200727;20;90;182;2
350;20200727;21;230;189;0
350;20200727;22;230;194;0
350;20200727;23;250;190;0
350;20200727;24;250;181;0
350;20200728;1;240;180;0
350;20200728;2;240;181;0
350;20200728;3;230;180;0
350;20200728;4;240;178;0
350;20200728;5;260;175;5
350;20200728;6;270;172;26
350;20200728;7;270;178;63
350;20200728;8;270;190;165
350;20200728;9;270;180;149
350;20200728;10;270;195;224
350;20200728;11;260;209;240
350;20200728;12;240;205;190
350;20200728;13;260;208;223
350;20200728;14;290;200;195
350;20200728;15;290;194;148
350;20200728;16;280;198;141
350;20200728;17;270;188;78
350;20200728;18;270;190;68
350;20200728;19;260;178;26
350;20200728;20;240;159;4
350;20200728;21;200;148;0
350;20200728;22;220;149;0
350;20200728;23;210;142;0
350;20200728;24;230;153;0
350;20200729;1;220;152;0
350;20200729;2;250;153;0
350;20200729;3;250;143;0
350;20200729;4;230;121;0
350;20200729;5;230;125;13
350;20200729;6;250;150;58
350;20200729;7;240;170;113
350;20200729;8;260;182;174
350;20200729;9;280;182;166
350;20200729;10;280;189;186
350;20200729;11;270;199;167
350;20200729;12;260;206;269
350;20200729;13;270;203;229
350;20200729;14;280;210;224
350;20200729;15;280;210;241
350;20200729;16;290;207;185
350;20200729;17;300;203;144
350;20200729;18;310;194;80
350;20200729;19;320;175;26
350;20200729;20;0;153;1
350;20200729;21;0;147;0
350;20200729;22;0;138;0
350;20200729;23;0;131;0
350;20200729;24;0;121;0
350;20200730;1;0;108;0
350;20200730;2;0;101;0
350;20200730;3;140;99;0
350;20200730;4;70;96;0
350;20200730;5;130;114;13
350;20200730;6;990;140;35
350;20200730;7;140;170;108
350;20200730;8;130;197;166
350;20200730;9;130;216;205
350;20200730;10;210;230;255
350;20200730;11;160;241;281
350;20200730;12;350;249;275
350;20200730;13;990;262;289
350;20200730;14;360;263;270
350;20200730;15;330;268;238
350;20200730;16;990;271;186
350;20200730;17;990;268;135
350;20200730;18;40;256;77
350;20200730;19;60;229;22
350;20200730;20;70;206;3
350;20200730;21;50;196;0
350;20200730;22;70;183;0
350;20200730;23;90;172;0
350;20200730;24;100;166;0
350;20200731;1;90;158;0
350;20200731;2;90;145;0
350;20200731;3;80;141;0
350;20200731;4;80;133;0
350;20200731;5;80;159;12
350;20200731;6;100;195;53
350;20200731;7;110;224;108
350;20200731;8;110;251;165
350;20200731;9;100;269;217
350;20200731;10;110;289;259
350;20200731;11;120;305;288
350;20200731;12;100;318;301
350;20200731;13;110;335;297
350;20200731;14;110;342;278
350;20200731;15;100;343;244
350;20200731;16;110;344;195
350;20200731;17;100;338;138
350;20200731;18;90;325;78
350;20200731;19;100;287;23
350;20200731;20;90;269;1
350;20200731;21;110;282;0
350;20200731;22;110;265;0
350;20200731;23;260;253;0
350;20200731;24;240;240;0
350;20200801;1;70;221;0
350;20200801;2;220;214;0
350;20200801;3;250;214;0
350;20200801;4;250;210;0
350;20200801;5;260;202;4
350;20200801;6;250;203;35
350;20200801;7;280;205;68
350;20200801;8;280;223;147
350;20200801;9;240;232;160
350;20200801;10;240;230;91
350;20200801;11;240;228;121
350;20200801;12;240;216;127
350;20200801;13;260;222;98
350;20200801;14;270;238;130
350;20200801;15;270;238;138
350;20200801;16;290;244;113
350;20200801;17;280;239;141
350;20200801;18;320;226;79
350;20200801;19;320;206;27
350;20200801;20;300;189;2
350;20200801;21;280;179;0
350;20200801;22;260;146;0
350;20200801;23;190;142;0
350;20200801;24;230;149;0
350;20200802;1;220;150;0
350;20200802;2;210;144;0
350;20200802;3;220;141;0
350;20200802;4;220;142;0
350;20200802;5;220;144;7
350;20200802;6;240;157;29
350;20200802;7;250;171;63
350;20200802;8;250;180;56
350;20200802;9;240;200;98
350;20200802;10;310;213;155
350;20200802;11;300;214;191
350;20200802;12;310;216;191
350;20200802;13;310;214;190
350;20200802;14;290;222;185
350;20200802;15;280;217;183
350;20200802;16;300;216;196
350;20200802;17;290;207;128
350;20200802;18;300;198;81
350;20200802;19;300;172;22
350;20200802;20;10;148;1
350;20200802;21;0;130;0
350;20200802;22;260;113;0
350;20200802;23;210;107;0
350;20200802;24;0;98;0
350;20200803;1;180;98;0
350;20200803;2;0;90;0
350;20200803;3;120;89;0
350;20200803;4;120;94;0
350;20200803;5;990;107;7
350;20200803;6;130;140;35
350;20200803;7;140;166;79
350;20200803;8;180;190;140
350;20200803;9;220;193;171
350;20200803;10;990;207;192
350;20200803;11;300;213;226
350;20200803;12;240;229;287
350;20200803;13;240;225;257
350;20200803;14;320;174;62
350;20200803;15;320;167;39
350;20200803;16;280;155;25
350;20200803;17;350;157;12
350;20200803;18;360;160;9
350;20200803;19;320;169;19
350;20200803;20;320;159;2
350;20200803;21;320;148;0
350;20200803;22;320;131;0
350;20200803;23;330;135;0
350;20200803;24;300;114;0
350;20200804;1;200;97;0
350;20200804;2;270;98;0
350;20200804;3;0;88;0
350;20200804;4;250;83;0
350;20200804;5;280;96;9
350;20200804;6;280;136;47
350;20200804;7;330;164;105
350;20200804;8;360;179;162
350;20200804;9;350;186;214
350;20200804;10;260;198;258
350;20200804;11;270;207;291
350;20200804;12;290;218;261
350;20200804;13;310;221;294
350;20200804;14;250;230;212
350;20200804;15;310;226;218
350;20200804;16;230;223;182
350;20200804;17;210;222;117
350;20200804;18;200;213;44
350;20200804;19;140;195;19
350;20200804;20;150;176;1
350;20200804;21;230;168;0
350;20200804;22;210;149;0
350;20200804;23;170;134;0
350;20200804;24;180;125;0
350;20200805;1;200;122;0
350;20200805;2;200;141;0
350;20200805;3;190;146;0
350;20200805;4;190;137;0
350;20200805;5;210;141;7
350;20200805;6;200;162;48
350;20200805;7;190;190;104
350;20200805;8;200;217;159
350;20200805;9;200;236;210
350;20200805;10;240;246;253
350;20200805;11;210;255;281
350;20200805;12;210;265;295
350;20200805;13;210;279;292
350;20200805;14;200;284;271
350;20200805;15;210;289;236
350;20200805;16;220;294;189
350;20200805;17;200;288;134
350;20200805;18;210;281;73
350;20200805;19;190;248;21
350;20200805;20;190;212;0
350;20200805;21;240;188;0
350;20200805;22;230;176;0
350;20200805;23;0;156;0
350;20200805;24;280;141;0
350;20200806;1;180;143;0
350;20200806;2;180;136;0
350;20200806;3;180;126;0
350;20200806;4;170;120;0
350;20200806;5;150;127;8
350;20200806;6;150;179;51
350;20200806;7;190;208;99
350;20200806;8;180;241;149
350;20200806;9;150;262;211
350;20200806;10;210;280;245
350;20200806;11;170;294;271
350;20200806;12;190;308;286
350;20200806;13;180;310;288
350;20200806;14;180;318;260
350;20200806;15;170;315;232
350;20200806;16;140;315;182
350;20200806;17;120;308;117
350;20200806;18;100;300;53
350;20200806;19;90;272;19
350;20200806;20;90;234;1
350;20200806;21;100;221;0
350;20200806;22;40;215;0
350;20200806;23;50;200;0
350;20200806;24;50;186;0
350;20200807;1;40;181;0
350;20200807;2;40;166;0
350;20200807;3;70;160;0
350;20200807;4;0;157;0
350;20200807;5;990;165;7
350;20200807;6;0;210;43
350;20200807;7;130;237;96
350;20200807;8;110;267;152
350;20200807;9;160;289;203
350;20200807;10;130;309;246
350;20200807;11;130;330;277
350;20200807;12;90;334;294
350;20200807;13;200;336;288
350;20200807;14;150;343;266
350;20200807;15;110;343;231
350;20200807;16;100;342;184
350;20200807;17;80;338;128
350;20200807;18;80;322;70
350;20200807;19;80;291;18
350;20200807;20;90;250;0
350;20200807;21;350;237;0
350;20200807;22;40;223;0
350;20200807;23;70;214;0
350;20200807;24;70;203;0
350;20200808;1;70;186;0
350;20200808;2;70;171;0
350;20200808;3;50;168;0
350;20200808;4;50;165;0
350;20200808;5;40;167;7
350;20200808;6;0;213;41
350;20200808;7;70;251;93
350;20200808;8;50;284;148
350;20200808;9;70;316;201
350;20200808;10;60;331;244
350;20200808;11;50;344;274
350;20200808;12;20;344;287
350;20200808;13;130;354;282
350;20200808;14;70;353;220
350;20200808;15;40;351;225
350;20200808;16;10;348;174
350;20200808;17;10;327;109
350;20200808;18;360;305;41
350;20200808;19;360;288;11
350;20200808;20;20;274;0
350;20200808;21;20;257;0
350;20200808;22;20;250;0
350;20200808;23;30;247;0
350;20200808;24;60;262;0
350;20200809;1;80;254;0
350;20200809;2;30;240;0
350;20200809;3;40;231;0
350;20200809;4;60;220;0
350;20200809;5;50;222;3
350;20200809;6;10;230;19
350;20200809;7;20;244;52
350;20200809;8;40;273;158
350;20200809;9;20;291;188
350;20200809;10;30;295;239
350;20200809;11;20;318;268
350;20200809;12;30;332;279
350;20200809;13;50;346;273
350;20200809;14;30;348;251
350;20200809;15;20;343;210
350;20200809;16;10;340;171
350;20200809;17;30;330;115
350;20200809;18;40;319;62
350;20200809;19;20;287;17
350;20200809;20;40;272;1
350;20200809;21;70;274;0
350;20200809;22;80;249;0
350;20200809;23;20;225;0
350;20200809;24;80;218;0
350;20200810;1;100;220;0
350;20200810;2;120;216;0
350;20200810;3;80;200;0
350;20200810;4;50;190;0
350;20200810;5;30;191;4
350;20200810;6;60;217;27
350;20200810;7;80;238;82
350;20200810;8;90;265;137
350;20200810;9;100;292;201
350;20200810;10;90;307;203
350;20200810;11;130;318;238
350;20200810;12;110;327;257
350;20200810;13;100;326;146
350;20200810;14;40;336;246
350;20200810;15;60;334;206
350;20200810;16;60;337;162
350;20200810;17;50;331;115
350;20200810;18;50;314;58
350;20200810;19;50;293;13
350;20200810;20;50;276;0
350;20200810;21;50;267;0
350;20200810;22;20;240;0
350;20200810;23;40;234;0
350;20200810;24;20;226;0
350;20200811;1;40;217;0
350;20200811;2;50;206;0
350;20200811;3;40;199;0
350;20200811;4;70;200;0
350;20200811;5;60;214;6
350;20200811;6;70;232;36
350;20200811;7;70;249;83
350;20200811;8;110;269;122
350;20200811;9;100;289;182
350;20200811;10;80;305;214
350;20200811;11;120;325;251
350;20200811;12;90;327;233
350;20200811;13;70;335;234
350;20200811;14;60;337;192
350;20200811;15;10;341;195
350;20200811;16;30;346;157
350;20200811;17;60;344;126
350;20200811;18;360;285;12
350;20200811;19;270;228;0
350;20200811;20;990;222;0
350;20200811;21;260;223;0
350;20200811;22;300;224;0
350;20200811;23;40;222;0
350;20200811;24;60;228;0
350;20200812;1;70;219;0
350;20200812;2;130;222;0
350;20200812;3;90;215;0
350;20200812;4;100;216;0
350;20200812;5;90;210;2
350;20200812;6;90;225;23
350;20200812;7;110;248;85
350;20200812;8;120;262;137
350;20200812;9;140;273;186
350;20200812;10;140;288;224
350;20200812;11;100;306;254
350;20200812;12;90;314;270
350;20200812;13;100;326;267
350;20200812;14;90;327;247
350;20200812;15;130;331;212
350;20200812;16;70;330;149
350;20200812;17;80;324;86
350;20200812;18;60;313;57
350;20200812;19;70;298;19
350;20200812;20;130;279;0
350;20200812;21;130;265;0
350;20200812;22;90;247;0
350;20200812;23;110;240;0
350;20200812;24;130;236;0
350;20200813;1;90;219;0
350;20200813;2;90;206;0
350;20200813;3;120;218;0
350;20200813;4;130;215;0
350;20200813;5;150;216;3
350;20200813;6;50;213;12
350;20200813;7;160;222;41
350;20200813;8;170;254;114
350;20200813;9;200;254;97
350;20200813;10;130;283;146
350;20200813;11;200;298;256
350;20200813;12;220;316;260
350;20200813;13;220;324;254
350;20200813;14;250;307;129
350;20200813;15;30;287;14
350;20200813;16;260;251;10
350;20200813;17;180;238;7
350;20200813;18;250;216;2
350;20200813;19;310;206;4
350;20200813;20;170;200;0
350;20200813;21;210;198;0
350;20200813;22;0;199;0
350;20200813;23;180;198;0
350;20200813;24;0;193;0
350;20200814;1;170;188;0
350;20200814;2;200;189;0
350;20200814;3;200;183;0
350;20200814;4;60;175;0
350;20200814;5;170;179;2
350;20200814;6;310;197;19
350;20200814;7;200;219;76
350;20200814;8;240;235;128
350;20200814;9;220;252;193
350;20200814;10;190;254;165
350;20200814;11;180;255;124
350;20200814;12;190;245;146
350;20200814;13;190;262;190
350;20200814;14;190;269;184
350;20200814;15;220;245;113
350;20200814;16;220;251;142
350;20200814;17;260;236;86
350;20200814;18;290;230;43
350;20200814;19;270;217;10
350;20200814;20;290;198;0
350;20200814;21;210;192;0
350;20200814;22;230;190;0
350;20200814;23;0;184;0
350;20200814;24;270;181;0
350;20200815;1;220;181;0
350;20200815;2;240;176;0
350;20200815;3;210;172;0
350;20200815;4;190;165;0
350;20200815;5;990;164;4
350;20200815;6;0;183;30
350;20200815;7;290;198;51
350;20200815;8;330;215;89
350;20200815;9;220;239;181
350;20200815;10;270;253;187
350;20200815;11;990;260;181
350;20200815;12;40;270;219
350;20200815;13;40;262;79
350;20200815;14;990;255;73
350;20200815;15;990;268;187
350;20200815;16;990;275;103
350;20200815;17;130;202;33
350;20200815;18;990;205;19
350;20200815;19;990;200;8
350;20200815;20;90;200;0
350;20200815;21;40;193;0
350;20200815;22;20;194;0
350;20200815;23;340;195;0
350;20200815;24;340;187;0
350;20200816;1;60;188;0
350;20200816;2;70;185;0
350;20200816;3;20;178;0
350;20200816;4;50;179;0
350;20200816;5;20;180;2
350;20200816;6;60;205;35
350;20200816;7;90;216;61
350;20200816;8;100;236;122
350;20200816;9;110;253;185
350;20200816;10;90;274;228
350;20200816;11;140;288;257
350;20200816;12;100;305;288
350;20200816;13;160;301;212
350;20200816;14;110;295;198
350;20200816;15;60;283;178
350;20200816;16;190;220;13
350;20200816;17;240;197;14
350;20200816;18;280;195;13
350;20200816;19;310;194;2
350;20200816;20;150;185;0
350;20200816;21;200;179;0
350;20200816;22;190;173;0
350;20200816;23;190;172;0
350;20200816;24;200;171;0
350;20200817;1;70;159;0
350;20200817;2;220;157;0
350;20200817;3;200;165;0
350;20200817;4;210;167;0
350;20200817;5;90;163;1
350;20200817;6;230;170;17
350;20200817;7;100;190;55
350;20200817;8;190;195;52
350;20200817;9;150;213;121
350;20200817;10;200;230;186
350;20200817;11;180;245;208
350;20200817;12;190;258;242
350;20200817;13;180;255;194
350;20200817;14;200;264;225
350;20200817;15;210;214;61
350;20200817;16;210;243;169
350;20200817;17;230;235;109
350;20200817;18;270;227;58
350;20200817;19;250;203;6
350;20200817;20;40;180;0
350;20200817;21;100;181;0
350;20200817;22;0;170;0
350;20200817;23;150;166;0
350;20200817;24;210;162;0
350;20200818;1;210;152;0
350;20200818;2;210;151;0
350;20200818;3;220;152;0
350;20200818;4;210;149;0
350;20200818;5;210;146;2
350;20200818;6;200;158;36
350;20200818;7;210;179;82
350;20200818;8;220;196;147
350;20200818;9;210;210;195
350;20200818;10;240;220;248
350;20200818;11;220;230;246
350;20200818;12;230;243;285
350;20200818;13;240;246;230
350;20200818;14;240;247;243
350;20200818;15;220;246;138
350;20200818;16;280;238;67
350;20200818;17;300;229;85
350;20200818;18;290;219;52
350;20200818;19;250;204;11
350;20200818;20;190;178;0
350;20200818;21;190;165;0
350;20200818;22;0;155;0
350;20200818;23;190;151;0
350;20200818;24;170;150;0
350;20200819;1;140;140;0
350;20200819;2;180;141;0
350;20200819;3;170;145;0
350;20200819;4;170;143;0
350;20200819;5;70;144;4
350;20200819;6;170;168;35
350;20200819;7;140;189;66
350;20200819;8;150;206;108
350;20200819;9;150;237;170
350;20200819;10;160;256;197
350;20200819;11;170;270;232
350;20200819;12;170;266;206
350;20200819;13;190;270;207
350;20200819;14;170;268;162
350;20200819;15;170;281;158
350;20200819;16;180;272;96
350;20200819;17;180;263;40
350;20200819;18;150;225;10
350;20200819;19;140;220;3
350;20200819;20;230;217;0
350;20200819;21;210;199;0
350;20200819;22;180;199;0
350;20200819;23;170;203;0
350;20200819;24;180;200;0
350;20200820;1;190;200;0
350;20200820;2;170;189;0
350;20200820;3;190;193;0
350;20200820;4;180;188;0
350;20200820;5;190;191;2
350;20200820;6;200;204;35
350;20200820;7;190;212;50
350;20200820;8;190;229;90
350;20200820;9;180;230;92
350;20200820;10;220;249;137
350;20200820;11;140;257;104
350;20200820;12;130;261;106
350;20200820;13;120;263;78
350;20200820;14;130;288;182
350;20200820;15;120;292;164
350;20200820;16;120;294;101
350;20200820;17;100;295;72
350;20200820;18;100;289;64
350;20200820;19;120;279;8
350;20200820;20;130;278;0
350;20200820;21;150;269;0
350;20200820;22;160;262;0
350;20200820;23;160;254;0
350;20200820;24;170;257;0
350;20200821;1;160;253;0
350;20200821;2;180;258;0
350;20200821;3;170;242;0
350;20200821;4;170;249;0
350;20200821;5;200;247;0
350;20200821;6;180;223;3
350;20200821;7;180;214;8
350;20200821;8;190;227;47
350;20200821;9;210;252;151
350;20200821;10;200;270;231
350;20200821;11;200;289;265
350;20200821;12;210;295;277
350;20200821;13;210;292;254
350;20200821;14;200;287;182
350;20200821;15;210;293;106
350;20200821;16;250;287;160
350;20200821;17;310;259;98
350;20200821;18;320;239;49
350;20200821;19;330;218;6
350;20200821;20;140;200;0
350;20200821;21;160;191;0
350;20200821;22;290;181;0
350;20200821;23;190;174;0
350;20200821;24;210;172;0
350;20200822;1;220;180;0
350;20200822;2;230;182;0
350;20200822;3;220;183;0
350;20200822;4;210;181;0
350;20200822;5;230;169;0
350;20200822;6;220;169;11
350;20200822;7;220;188;77
350;20200822;8;220;201;102
350;20200822;9;220;202;151
350;20200822;10;220;216;154
350;20200822;11;210;216;139
350;20200822;12;220;228;185
350;20200822;13;270;181;150
350;20200822;14;220;194;129
350;20200822;15;240;210;194
350;20200822;16;250;216;114
350;20200822;17;230;210;85
350;20200822;18;220;200;26
350;20200822;19;230;195;3
350;20200822;20;250;182;0
350;20200822;21;230;176;0
350;20200822;22;210;168;0
350;20200822;23;220;169;0
350;20200822;24;220;165;0
350;20200823;1;220;166;0
350;20200823;2;220;160;0
350;20200823;3;210;154;0
350;20200823;4;220;156;0
350;20200823;5;210;152;1
350;20200823;6;200;159;26
350;20200823;7;220;167;51
350;20200823;8;230;169;37
350;20200823;9;220;184;108
350;20200823;10;240;189;134
350;20200823;11;240;196;162
350;20200823;12;270;194;111
350;20200823;13;270;178;48
350;20200823;14;240;180;80
350;20200823;15;250;198;136
350;20200823;16;270;209;135
350;20200823;17;270;203;85
350;20200823;18;270;192;47
350;20200823;19;220;171;5
350;20200823;20;210;172;0
350;20200823;21;200;171;0
350;20200823;22;240;172;0
350;20200823;23;230;164;0
350;20200823;24;210;159;0
350;20200824;1;210;156;0
350;20200824;2;220;155;0
350;20200824;3;220;154;0
350;20200824;4;220;153;0
